Order ID,Date,Brand,Model,Region,Specification,Store Name,Unit Price,Cost per Unit,Quantity,Sales,Profit,Revenue
ORD0224,2023-02-17,Amazfit,T-Rex 2,North,GPS,Tech World,236,152,8,1888,672,1888
ORD0225,2020-01-05,Samsung,Galaxy Watch 6,East,"Rugged, Bluetooth Only",SmartTech,333,253,4,1332,320,1332
ORD0226,2024-10-16,Samsung,Galaxy Watch 6,West,"GPS, AMOLED, Sleep Track",Online Mart,379,314,5,1895,325,1895
ORD0227,2024-10-02,Amazfit,GTS 4 Mini,South,EDA Sensor,Fit Gear,112,81,9,1008,279,1008
ORD0228,2024-10-17,Samsung,Galaxy Watch 6,South,"AMOLED, Bluetooth Only, Sleep Track",SmartTech,346,256,9,3114,810,3114
ORD0229,2021-11-14,Amazfit,GTS 4 Mini,Central,"Military Std, GPS + Cellular, AMOLED",Fit Gear,108,36,9,972,648,972
ORD0230,2020-04-30,Garmin,Venu 2,South,"Rugged, GPS",Digital Mall,384,313,6,2304,426,2304
ORD0231,2024-11-15,Amazfit,T-Rex 2,East,"GPS + Cellular, Military Std, Health Monitor",SmartTech,199,134,9,1791,585,1791
ORD0232,2024-09-15,Amazfit,GTS 4 Mini,West,"AMOLED, GPS + Cellular",Tech World,116,80,7,812,252,812
ORD0233,2024-12-28,Samsung,Galaxy Watch 6,West,"Rugged, Sleep Track, EDA Sensor",Fit Gear,371,287,5,1855,420,1855
ORD0234,2024-01-28,Amazfit,T-Rex 2,South,"Rugged, EDA Sensor, AMOLED",Fit Gear,225,176,8,1800,392,1800
ORD0235,2022-02-03,Samsung,Galaxy Watch 6,Central,"AMOLED, Military Std, Sleep Track",Fit Gear,351,320,2,702,62,702
ORD0236,2020-06-18,Samsung,Galaxy Watch 6,South,"Sleep Track, Rugged",iHub,342,246,4,1368,384,1368
ORD0237,2020-10-30,Amazfit,T-Rex 2,West,"GPS, Bluetooth Only, Military Std",iHub,241,155,9,2169,774,2169
ORD0238,2020-08-02,Apple,Watch Series 8,Central,"Health Monitor, EDA Sensor",Gadget Zone,377,302,10,3770,750,3770
ORD0239,2020-03-30,Samsung,Galaxy Watch 6,North,"GPS + Cellular, Health Monitor, Military Std",iHub,338,310,3,1014,84,1014
ORD0240,2020-10-30,Garmin,Venu 2,West,"Health Monitor, AMOLED, Bluetooth Only",Tech World,374,328,4,1496,184,1496
ORD0241,2020-07-20,Garmin,Forerunner 955,East,Military Std,Tech World,521,483,6,3126,228,3126
ORD0242,2023-08-06,Apple,Watch Ultra 2,Central,Bluetooth Only,Fit Gear,795,734,10,7950,610,7950
ORD0243,2020-10-29,Apple,Watch Ultra 2,East,"GPS + Cellular, Health Monitor",iHub,769,708,6,4614,366,4614
ORD0244,2023-12-22,Apple,Watch SE,West,Sleep Track,SmartTech,251,198,10,2510,530,2510
ORD0245,2021-03-14,Amazfit,GTR 4,North,"Bluetooth Only, GPS, Rugged",Gadget Zone,189,111,6,1134,468,1134
ORD0246,2020-02-17,Amazfit,GTS 4 Mini,Central,"Rugged, Bluetooth Only",iHub,119,38,9,1071,729,1071
ORD0247,2024-03-31,Samsung,Galaxy Watch 6,West,"AMOLED, EDA Sensor",Online Mart,337,238,4,1348,396,1348
ORD0248,2020-06-24,Apple,Watch SE,East,GPS,iHub,279,193,5,1395,430,1395
ORD0249,2020-12-17,Fitbit,Versa 4,North,"Military Std, Health Monitor, AMOLED",iHub,210,111,1,210,99,210
ORD0250,2023-04-01,Amazfit,T-Rex 2,South,"AMOLED, Bluetooth Only, GPS",Fit Gear,237,206,7,1659,217,1659
ORD0251,2020-05-17,Garmin,Forerunner 955,East,"AMOLED, Military Std",SmartTech,513,480,2,1026,66,1026
ORD0252,2020-03-22,Samsung,Galaxy Watch 6,Central,"EDA Sensor, Sleep Track",Digital Mall,355,326,1,355,29,355
ORD0253,2024-02-12,Apple,Watch Series 8,East,"GPS, AMOLED, Sleep Track",Fit Gear,374,313,4,1496,244,1496
ORD0254,2023-06-27,Amazfit,GTS 4 Mini,East,GPS,Online Mart,101,51,10,1010,500,1010
ORD0255,2022-10-14,Amazfit,T-Rex 2,North,"GPS, Sleep Track",iHub,249,182,8,1992,536,1992
ORD0256,2023-06-15,Apple,Watch Series 9,West,"Health Monitor, Sleep Track, GPS",Online Mart,491,429,9,4419,558,4419
ORD0257,2022-10-20,Samsung,Galaxy Watch 5,Central,Sleep Track,Digital Mall,306,281,10,3060,250,3060
ORD0258,2024-05-27,Garmin,Forerunner 955,North,"EDA Sensor, Sleep Track",Gadget Zone,516,441,9,4644,675,4644
ORD0259,2021-01-06,Amazfit,GTS 4 Mini,West,"Military Std, Sleep Track, GPS",Gadget Zone,111,66,5,555,225,555
ORD0260,2021-02-07,Garmin,Venu 2,West,GPS,Digital Mall,366,344,6,2196,132,2196
ORD0261,2020-03-31,Apple,Watch Series 9,East,"Rugged, Health Monitor",Tech World,469,403,5,2345,330,2345
ORD0262,2021-12-26,Samsung,Galaxy Watch 5,South,"Bluetooth Only, Military Std",SmartTech,338,293,10,3380,450,3380
ORD0263,2023-11-25,Apple,Watch Ultra 2,North,"AMOLED, Bluetooth Only",SmartTech,715,678,2,1430,74,1430
ORD0264,2020-03-29,Garmin,Venu 2,East,"AMOLED, GPS",Online Mart,382,332,3,1146,150,1146
ORD0265,2024-03-14,Garmin,Forerunner 955,West,"GPS, Rugged, Bluetooth Only",Fit Gear,546,483,5,2730,315,2730
ORD0266,2024-11-07,Samsung,Galaxy Watch 6,North,Sleep Track,Fit Gear,363,308,7,2541,385,2541
ORD0267,2020-11-02,Garmin,Instinct 2,South,"Military Std, GPS + Cellular, GPS",Fit Gear,315,285,6,1890,180,1890
ORD0268,2022-02-01,Garmin,Forerunner 955,Central,GPS,SmartTech,544,494,3,1632,150,1632
ORD0269,2021-05-22,Amazfit,GTR 4,East,"Military Std, Sleep Track, GPS + Cellular",Tech World,222,122,7,1554,700,1554
ORD0270,2022-01-25,Garmin,Venu 2,South,"Military Std, Sleep Track, Rugged",Online Mart,398,368,1,398,30,398
ORD0271,2024-10-25,Garmin,Instinct 2,South,"AMOLED, Military Std, GPS",SmartTech,323,264,5,1615,295,1615
ORD0272,2024-03-18,Apple,Watch Series 8,South,"Sleep Track, Health Monitor",Tech World,351,329,5,1755,110,1755
ORD0273,2023-04-21,Apple,Watch Series 9,West,EDA Sensor,Tech World,463,404,3,1389,177,1389
ORD0274,2022-02-10,Amazfit,GTS 4 Mini,South,Bluetooth Only,Digital Mall,104,4,4,416,400,416
ORD0275,2020-01-20,Garmin,Forerunner 955,South,"Sleep Track, GPS + Cellular, GPS",SmartTech,531,474,7,3717,399,3717
ORD0276,2024-03-28,Fitbit,Versa 4,South,"Military Std, GPS + Cellular",Tech World,216,124,2,432,184,432
ORD0277,2024-07-03,Fitbit,Versa 4,West,"Bluetooth Only, EDA Sensor, Military Std",Gadget Zone,224,186,5,1120,190,1120
ORD0278,2023-03-02,Apple,Watch Series 8,South,"Sleep Track, Rugged, EDA Sensor",Tech World,355,261,9,3195,846,3195
ORD0279,2022-01-29,Apple,Watch SE,West,"Health Monitor, Bluetooth Only",Gadget Zone,269,212,5,1345,285,1345
ORD0280,2023-03-07,Garmin,Forerunner 955,East,"AMOLED, Health Monitor",iHub,530,471,5,2650,295,2650
ORD0281,2023-12-18,Amazfit,GTR 4,East,"EDA Sensor, Health Monitor",Tech World,202,156,8,1616,368,1616
ORD0282,2024-04-24,Apple,Watch SE,North,"GPS + Cellular, GPS",Tech World,276,177,2,552,198,552
ORD0283,2024-08-09,Apple,Watch Series 8,West,Military Std,Tech World,371,298,7,2597,511,2597
ORD0284,2020-06-06,Garmin,Forerunner 955,East,"EDA Sensor, Military Std",Online Mart,521,483,3,1563,114,1563
ORD0285,2020-02-14,Amazfit,GTS 4 Mini,North,"Bluetooth Only, Rugged, Health Monitor",SmartTech,126,43,5,630,415,630
ORD0286,2024-08-08,Apple,Watch Ultra 2,North,"Military Std, GPS",Digital Mall,776,756,2,1552,40,1552
ORD0287,2023-07-20,Apple,Watch SE,West,"AMOLED, GPS, GPS + Cellular",iHub,279,198,9,2511,729,2511
ORD0288,2023-06-01,Amazfit,GTR 4,West,GPS + Cellular,Fit Gear,214,129,10,2140,850,2140
ORD0289,2021-06-26,Garmin,Venu 2,East,"AMOLED, EDA Sensor",SmartTech,395,325,5,1975,350,1975
ORD0290,2023-05-09,Apple,Watch Series 8,West,Bluetooth Only,Online Mart,387,312,4,1548,300,1548
ORD0291,2022-07-02,Samsung,Galaxy Watch 5,South,"GPS, Military Std, AMOLED",Fit Gear,314,246,7,2198,476,2198
ORD0292,2020-07-18,Amazfit,GTR 4,South,"GPS + Cellular, Rugged",SmartTech,206,124,2,412,164,412
ORD0293,2023-02-12,Samsung,Galaxy Watch 5,North,GPS,iHub,345,312,3,1035,99,1035
ORD0294,2024-03-08,Samsung,Galaxy Watch 6,South,"Bluetooth Only, Military Std",SmartTech,378,353,3,1134,75,1134
ORD0295,2020-12-02,Amazfit,T-Rex 2,North,Military Std,Online Mart,199,176,4,796,92,796
ORD0296,2024-01-15,Garmin,Forerunner 955,Central,Military Std,Digital Mall,524,503,2,1048,42,1048
ORD0297,2021-01-05,Amazfit,GTR 4,East,"GPS, Rugged, Bluetooth Only",Fit Gear,197,99,9,1773,882,1773
ORD0298,2022-03-16,Fitbit,Versa 4,Central,"AMOLED, Rugged",iHub,204,134,4,816,280,816
ORD0299,2022-03-07,Garmin,Instinct 2,North,"Rugged, Health Monitor",Tech World,301,253,2,602,96,602
ORD0300,2022-05-08,Garmin,Forerunner 955,West,Military Std,Tech World,507,443,2,1014,128,1014
ORD0301,2020-01-29,Apple,Watch SE,West,"EDA Sensor, GPS, Rugged",Digital Mall,275,178,7,1925,679,1925
ORD0302,2024-01-28,Garmin,Instinct 2,East,"Military Std, Bluetooth Only, AMOLED",SmartTech,345,245,6,2070,600,2070
ORD0303,2022-10-12,Apple,Watch Series 8,West,Health Monitor,iHub,359,267,4,1436,368,1436
ORD0304,2024-05-20,Apple,Watch SE,South,Health Monitor,Tech World,277,217,1,277,60,277
ORD0305,2022-07-07,Samsung,Galaxy Watch 5,Central,"Military Std, EDA Sensor",SmartTech,299,236,10,2990,630,2990
ORD0306,2021-01-09,Samsung,Galaxy Watch 5,South,"GPS + Cellular, Health Monitor",Digital Mall,335,301,1,335,34,335
ORD0307,2022-09-04,Fitbit,Charge 6,Central,"GPS + Cellular, Bluetooth Only",Gadget Zone,139,40,4,556,396,556
ORD0308,2021-11-29,Samsung,Galaxy Watch 5,Central,"Sleep Track, EDA Sensor",SmartTech,326,295,6,1956,186,1956
ORD0309,2022-03-09,Fitbit,Charge 6,West,EDA Sensor,SmartTech,147,123,6,882,144,882
ORD0310,2022-05-13,Samsung,Galaxy Watch 6,Central,Health Monitor,Fit Gear,350,272,6,2100,468,2100
ORD0311,2024-11-29,Amazfit,T-Rex 2,Central,Military Std,Digital Mall,238,218,8,1904,160,1904
ORD0312,2022-06-28,Amazfit,T-Rex 2,North,"GPS + Cellular, Health Monitor, AMOLED",Tech World,221,143,5,1105,390,1105
ORD0313,2024-11-08,Apple,Watch Series 8,North,Rugged,SmartTech,387,308,1,387,79,387
ORD0314,2020-01-11,Amazfit,GTR 4,North,"GPS + Cellular, Bluetooth Only, Rugged",iHub,206,121,5,1030,425,1030
ORD0315,2024-09-24,Garmin,Instinct 2,South,Military Std,Fit Gear,348,297,5,1740,255,1740
ORD0316,2020-11-23,Garmin,Forerunner 955,East,"Rugged, AMOLED, Sleep Track",Gadget Zone,523,433,8,4184,720,4184
ORD0317,2021-06-09,Apple,Watch Series 8,South,"GPS + Cellular, GPS",iHub,398,348,8,3184,400,3184
ORD0318,2021-08-29,Amazfit,GTS 4 Mini,East,"Health Monitor, Sleep Track, GPS + Cellular",Digital Mall,129,49,1,129,80,129
ORD0319,2020-05-26,Garmin,Instinct 2,West,"Health Monitor, Military Std, GPS",Gadget Zone,346,317,2,692,58,692
ORD0320,2022-03-20,Amazfit,T-Rex 2,East,"Sleep Track, GPS",Fit Gear,247,179,5,1235,340,1235
ORD0321,2021-12-12,Fitbit,Versa 4,Central,Health Monitor,Tech World,212,140,1,212,72,212
ORD0322,2024-01-18,Garmin,Forerunner 955,West,"Bluetooth Only, GPS, EDA Sensor",Gadget Zone,546,497,9,4914,441,4914
ORD0323,2023-03-18,Samsung,Galaxy Watch 5,Central,Health Monitor,Tech World,305,278,3,915,81,915
ORD0324,2020-07-19,Fitbit,Sense 2,South,"Rugged, Bluetooth Only, Military Std",SmartTech,284,242,5,1420,210,1420
ORD0325,2024-08-10,Samsung,Galaxy Watch 5,Central,GPS + Cellular,Online Mart,342,271,7,2394,497,2394
ORD0326,2022-04-28,Apple,Watch Series 9,South,Bluetooth Only,SmartTech,430,356,6,2580,444,2580
ORD0327,2022-08-20,Garmin,Instinct 2,Central,"GPS + Cellular, Military Std, EDA Sensor",Fit Gear,335,292,3,1005,129,1005
ORD0328,2023-06-24,Amazfit,GTS 4 Mini,North,Health Monitor,Tech World,124,94,8,992,240,992
ORD0329,2022-01-23,Garmin,Venu 2,South,Bluetooth Only,SmartTech,353,324,1,353,29,353
ORD0330,2023-02-16,Samsung,Galaxy Watch 6,Central,"Health Monitor, GPS, GPS + Cellular",Online Mart,345,301,7,2415,308,2415
ORD0331,2021-06-21,Samsung,Galaxy Watch 6,East,Health Monitor,Digital Mall,329,265,7,2303,448,2303
ORD0332,2023-11-18,Apple,Watch SE,East,"Health Monitor, AMOLED, GPS",Fit Gear,271,239,5,1355,160,1355
ORD0333,2024-12-22,Amazfit,GTR 4,South,"GPS, GPS + Cellular, Bluetooth Only",Online Mart,215,143,6,1290,432,1290
ORD0334,2020-03-19,Samsung,Galaxy Watch 6,West,GPS,Gadget Zone,374,280,9,3366,846,3366
ORD0335,2021-08-01,Fitbit,Versa 4,West,"GPS, EDA Sensor, AMOLED",Tech World,223,195,10,2230,280,2230
ORD0336,2023-07-30,Fitbit,Sense 2,North,Military Std,Fit Gear,296,256,8,2368,320,2368
ORD0337,2022-08-13,Garmin,Venu 2,West,"Rugged, Health Monitor",Fit Gear,352,312,10,3520,400,3520
ORD0338,2021-08-02,Amazfit,T-Rex 2,East,"Health Monitor, AMOLED, Rugged",Online Mart,247,215,4,988,128,988
ORD0339,2021-08-11,Fitbit,Versa 4,Central,GPS,iHub,219,194,9,1971,225,1971
ORD0340,2024-12-08,Garmin,Instinct 2,West,GPS + Cellular,iHub,316,251,5,1580,325,1580
ORD0341,2022-03-30,Fitbit,Charge 6,West,"GPS, Military Std, AMOLED",Tech World,142,44,7,994,686,994
ORD0342,2023-05-17,Garmin,Forerunner 955,East,"Military Std, GPS",iHub,519,441,2,1038,156,1038
ORD0343,2020-04-09,Fitbit,Versa 4,Central,"AMOLED, Health Monitor",Digital Mall,221,186,7,1547,245,1547
ORD0344,2020-10-03,Samsung,Galaxy Watch 5,West,"Bluetooth Only, Health Monitor, GPS + Cellular",Tech World,338,292,8,2704,368,2704
ORD0345,2022-06-27,Samsung,Galaxy Watch 6,North,AMOLED,Gadget Zone,340,257,1,340,83,340
ORD0346,2021-07-16,Samsung,Galaxy Watch 6,South,"AMOLED, Bluetooth Only, EDA Sensor",Tech World,371,332,2,742,78,742
ORD0347,2020-03-09,Garmin,Forerunner 955,West,"Health Monitor, GPS + Cellular",Tech World,500,468,9,4500,288,4500
ORD0348,2024-11-07,Samsung,Galaxy Watch 5,West,GPS + Cellular,Fit Gear,346,309,8,2768,296,2768
ORD0349,2021-11-11,Garmin,Instinct 2,South,"Military Std, EDA Sensor, Sleep Track",Tech World,344,292,8,2752,416,2752
ORD0350,2022-12-28,Garmin,Instinct 2,East,Bluetooth Only,Digital Mall,336,278,3,1008,174,1008
ORD0351,2021-12-02,Apple,Watch Ultra 2,North,"EDA Sensor, Sleep Track",Gadget Zone,769,672,2,1538,194,1538
ORD0352,2020-11-07,Fitbit,Versa 4,North,"Bluetooth Only, EDA Sensor, GPS + Cellular",Gadget Zone,216,157,8,1728,472,1728
ORD0353,2023-10-19,Amazfit,T-Rex 2,North,"Rugged, GPS",Online Mart,228,132,6,1368,576,1368
ORD0354,2021-04-12,Fitbit,Versa 4,East,Rugged,Digital Mall,222,125,6,1332,582,1332
ORD0355,2022-02-10,Apple,Watch Series 8,East,"Military Std, EDA Sensor, Health Monitor",Digital Mall,365,292,4,1460,292,1460
ORD0356,2024-10-08,Fitbit,Versa 4,South,"Rugged, Military Std, AMOLED",Digital Mall,225,179,10,2250,460,2250
ORD0357,2023-04-09,Apple,Watch Ultra 2,East,"Sleep Track, GPS + Cellular, AMOLED",Online Mart,710,632,7,4970,546,4970
ORD0358,2020-10-01,Apple,Watch Ultra 2,West,"Health Monitor, Bluetooth Only",Gadget Zone,741,700,5,3705,205,3705
ORD0359,2023-02-16,Samsung,Galaxy Watch 5,West,"Health Monitor, Rugged, GPS",Digital Mall,313,227,10,3130,860,3130
ORD0360,2021-07-25,Garmin,Instinct 2,Central,"Military Std, Bluetooth Only, Health Monitor",Online Mart,349,253,5,1745,480,1745
ORD0361,2022-03-27,Samsung,Galaxy Watch 6,West,"Sleep Track, AMOLED",Fit Gear,375,330,8,3000,360,3000
ORD0362,2021-07-05,Amazfit,GTR 4,Central,"Bluetooth Only, Rugged, Health Monitor",iHub,202,151,2,404,102,404
ORD0363,2023-02-05,Amazfit,T-Rex 2,East,"GPS + Cellular, Health Monitor",Fit Gear,239,185,4,956,216,956
ORD0364,2024-09-11,Fitbit,Charge 6,West,"GPS + Cellular, GPS, AMOLED",Tech World,147,125,4,588,88,588
ORD0365,2024-03-18,Garmin,Instinct 2,North,"Sleep Track, Health Monitor",Fit Gear,343,276,6,2058,402,2058
ORD0366,2020-10-18,Fitbit,Sense 2,East,"EDA Sensor, Health Monitor, Military Std",SmartTech,291,265,5,1455,130,1455
ORD0367,2020-06-29,Samsung,Galaxy Watch 5,South,"GPS, Sleep Track, AMOLED",Fit Gear,345,313,8,2760,256,2760
ORD0368,2020-01-10,Garmin,Venu 2,North,EDA Sensor,Online Mart,370,326,6,2220,264,2220
ORD0369,2022-03-04,Apple,Watch SE,North,"GPS, Rugged, AMOLED",Digital Mall,256,160,5,1280,480,1280
ORD0370,2020-06-02,Garmin,Instinct 2,South,"Bluetooth Only, Rugged, Sleep Track",iHub,320,267,4,1280,212,1280
ORD0371,2022-12-13,Amazfit,GTR 4,North,Bluetooth Only,Online Mart,181,114,7,1267,469,1267
ORD0372,2024-01-03,Fitbit,Charge 6,North,"GPS, Military Std, Bluetooth Only",Digital Mall,149,81,4,596,272,596
ORD0373,2023-08-05,Fitbit,Sense 2,West,"Military Std, Rugged, GPS + Cellular",Online Mart,270,183,10,2700,870,2700
ORD0374,2020-05-28,Garmin,Forerunner 955,Central,Bluetooth Only,Gadget Zone,504,456,2,1008,96,1008
ORD0375,2021-02-02,Amazfit,GTS 4 Mini,South,GPS + Cellular,Online Mart,120,91,8,960,232,960
ORD0376,2023-06-23,Amazfit,T-Rex 2,South,EDA Sensor,SmartTech,231,168,9,2079,567,2079
ORD0377,2020-08-10,Samsung,Galaxy Watch 6,South,"EDA Sensor, AMOLED, Military Std",Online Mart,342,315,2,684,54,684
ORD0378,2020-06-26,Amazfit,T-Rex 2,West,"Bluetooth Only, Military Std, EDA Sensor",Online Mart,229,148,2,458,162,458
ORD0379,2020-07-05,Fitbit,Versa 4,South,"Health Monitor, Military Std, Rugged",Online Mart,214,133,10,2140,810,2140
ORD0380,2022-04-27,Fitbit,Charge 6,North,"EDA Sensor, Rugged, GPS",Fit Gear,137,76,6,822,366,822
ORD0381,2020-07-16,Fitbit,Charge 6,South,"Military Std, Health Monitor, GPS + Cellular",Tech World,140,94,10,1400,460,1400
ORD0382,2023-04-18,Amazfit,GTR 4,Central,"Rugged, AMOLED, Military Std",Fit Gear,189,119,10,1890,700,1890
ORD0383,2022-12-21,Fitbit,Charge 6,North,"Health Monitor, Military Std",SmartTech,141,121,7,987,140,987
ORD0384,2022-08-31,Amazfit,T-Rex 2,West,EDA Sensor,Tech World,220,181,5,1100,195,1100
ORD0385,2024-02-21,Samsung,Galaxy Watch 6,East,EDA Sensor,SmartTech,355,277,7,2485,546,2485
ORD0386,2020-06-30,Garmin,Venu 2,East,"Bluetooth Only, GPS + Cellular, Sleep Track",iHub,370,283,6,2220,522,2220
ORD0387,2024-07-02,Amazfit,T-Rex 2,South,"EDA Sensor, Bluetooth Only",SmartTech,242,144,10,2420,980,2420
ORD0388,2021-08-14,Fitbit,Charge 6,Central,"AMOLED, GPS + Cellular, Sleep Track",iHub,156,56,3,468,300,468
ORD0389,2023-05-20,Apple,Watch SE,West,"AMOLED, EDA Sensor, Sleep Track",SmartTech,259,195,6,1554,384,1554
ORD0390,2023-12-07,Fitbit,Sense 2,North,"GPS + Cellular, Sleep Track, EDA Sensor",Tech World,288,240,4,1152,192,1152
ORD0391,2023-08-13,Garmin,Instinct 2,Central,"Military Std, AMOLED",iHub,322,297,5,1610,125,1610
ORD0392,2021-06-02,Samsung,Galaxy Watch 5,North,"AMOLED, Bluetooth Only, GPS + Cellular",Digital Mall,345,268,3,1035,231,1035
ORD0393,2021-06-21,Apple,Watch Ultra 2,West,"Sleep Track, EDA Sensor, AMOLED",Gadget Zone,772,691,10,7720,810,7720
ORD0394,2022-04-20,Garmin,Instinct 2,East,AMOLED,SmartTech,329,302,3,987,81,987
ORD0395,2021-03-28,Apple,Watch Series 8,West,"Sleep Track, GPS + Cellular, Rugged",Fit Gear,393,338,4,1572,220,1572
ORD0396,2021-07-30,Garmin,Forerunner 955,West,"Rugged, Bluetooth Only",Online Mart,507,477,6,3042,180,3042
ORD0397,2020-02-03,Samsung,Galaxy Watch 5,West,"Rugged, EDA Sensor, Sleep Track",Digital Mall,341,248,10,3410,930,3410
ORD0398,2022-12-29,Samsung,Galaxy Watch 6,East,"Health Monitor, Rugged, EDA Sensor",Fit Gear,339,295,2,678,88,678
ORD0399,2020-06-21,Amazfit,T-Rex 2,West,Bluetooth Only,Digital Mall,214,130,3,642,252,642
ORD0400,2022-02-05,Amazfit,GTR 4,Central,GPS,Gadget Zone,214,180,1,214,34,214
ORD0401,2022-06-11,Apple,Watch Series 9,Central,GPS + Cellular,Tech World,488,422,7,3416,462,3416
ORD0402,2021-07-18,Samsung,Galaxy Watch 6,Central,AMOLED,Digital Mall,334,295,6,2004,234,2004
ORD0403,2021-09-09,Garmin,Instinct 2,Central,"Bluetooth Only, AMOLED, GPS + Cellular",Gadget Zone,335,293,9,3015,378,3015
ORD0404,2020-01-01,Apple,Watch Series 9,South,"Military Std, GPS + Cellular",Digital Mall,492,446,5,2460,230,2460
ORD0405,2024-01-06,Fitbit,Charge 6,North,"Military Std, Rugged",SmartTech,158,60,8,1264,784,1264
ORD0406,2020-10-13,Samsung,Galaxy Watch 6,Central,"Health Monitor, EDA Sensor",Tech World,338,282,5,1690,280,1690
ORD0407,2021-09-16,Amazfit,T-Rex 2,Central,"Bluetooth Only, EDA Sensor, Sleep Track",Fit Gear,210,170,3,630,120,630
ORD0408,2024-03-15,Amazfit,GTR 4,North,Military Std,Gadget Zone,203,112,7,1421,637,1421
ORD0409,2022-03-09,Fitbit,Versa 4,Central,"AMOLED, Bluetooth Only, Sleep Track",Tech World,226,179,2,452,94,452
ORD0410,2023-04-01,Samsung,Galaxy Watch 6,West,"Bluetooth Only, Rugged",Digital Mall,364,304,7,2548,420,2548
ORD0411,2023-03-04,Samsung,Galaxy Watch 6,East,"Military Std, GPS + Cellular, Bluetooth Only",SmartTech,362,331,3,1086,93,1086
ORD0412,2020-12-09,Amazfit,GTR 4,South,"Military Std, Bluetooth Only",Gadget Zone,199,153,4,796,184,796
ORD0413,2021-05-27,Garmin,Forerunner 955,East,"Health Monitor, Military Std",Tech World,527,507,3,1581,60,1581
ORD0414,2020-08-24,Garmin,Instinct 2,Central,"AMOLED, GPS + Cellular",Gadget Zone,303,214,9,2727,801,2727
ORD0415,2020-09-08,Garmin,Instinct 2,West,"GPS + Cellular, Bluetooth Only",SmartTech,335,255,5,1675,400,1675
ORD0416,2023-05-09,Apple,Watch SE,North,"Military Std, Rugged",SmartTech,253,211,2,506,84,506
ORD0417,2023-06-05,Fitbit,Versa 4,West,"AMOLED, Bluetooth Only, EDA Sensor",Tech World,217,190,2,434,54,434
ORD0418,2020-08-10,Fitbit,Sense 2,East,"Health Monitor, EDA Sensor",iHub,279,245,2,558,68,558
ORD0419,2024-01-13,Samsung,Galaxy Watch 6,Central,"EDA Sensor, GPS, AMOLED",Gadget Zone,365,333,3,1095,96,1095
ORD0420,2024-01-20,Fitbit,Versa 4,Central,EDA Sensor,Gadget Zone,216,133,9,1944,747,1944
ORD0421,2023-09-15,Fitbit,Versa 4,North,"EDA Sensor, AMOLED, Sleep Track",iHub,215,164,2,430,102,430
ORD0422,2020-02-27,Garmin,Venu 2,South,"GPS, Rugged",Fit Gear,385,365,2,770,40,770
ORD0423,2023-10-12,Amazfit,GTS 4 Mini,East,"Military Std, Health Monitor",iHub,114,59,6,684,330,684
ORD0424,2020-09-12,Garmin,Forerunner 955,East,"GPS + Cellular, Health Monitor, Bluetooth Only",SmartTech,523,435,10,5230,880,5230
ORD0425,2024-02-11,Fitbit,Sense 2,South,AMOLED,iHub,298,270,7,2086,196,2086
ORD0426,2022-02-14,Apple,Watch Series 9,East,GPS,Online Mart,417,378,1,417,39,417
ORD0427,2021-03-16,Apple,Watch Series 8,North,"Military Std, GPS, Bluetooth Only",Digital Mall,356,259,2,712,194,712
ORD0428,2023-04-19,Garmin,Instinct 2,Central,"Rugged, EDA Sensor",iHub,347,254,7,2429,651,2429
ORD0429,2023-11-15,Apple,Watch Ultra 2,West,"AMOLED, GPS + Cellular, EDA Sensor",Online Mart,784,685,10,7840,990,7840
ORD0430,2021-07-17,Samsung,Galaxy Watch 5,East,"Rugged, GPS + Cellular",SmartTech,342,253,4,1368,356,1368
ORD0431,2023-07-11,Fitbit,Charge 6,East,"AMOLED, EDA Sensor, GPS + Cellular",Tech World,146,46,9,1314,900,1314
ORD0432,2021-08-31,Fitbit,Sense 2,West,"Health Monitor, Bluetooth Only, Rugged",Gadget Zone,282,213,1,282,69,282
ORD0433,2023-07-28,Fitbit,Charge 6,South,Rugged,Fit Gear,134,94,5,670,200,670
ORD0434,2024-10-04,Samsung,Galaxy Watch 5,North,GPS + Cellular,Tech World,331,284,4,1324,188,1324
ORD0435,2024-06-10,Amazfit,GTS 4 Mini,South,GPS,iHub,107,65,1,107,42,107
ORD0436,2022-11-21,Amazfit,T-Rex 2,East,Sleep Track,SmartTech,208,172,2,416,72,416
ORD0437,2022-06-06,Apple,Watch Series 9,South,"Bluetooth Only, GPS + Cellular, EDA Sensor",Digital Mall,455,370,1,455,85,455
ORD0438,2021-05-04,Fitbit,Charge 6,East,"GPS + Cellular, GPS, Health Monitor",Fit Gear,142,99,1,142,43,142
ORD0439,2020-06-10,Samsung,Galaxy Watch 5,East,EDA Sensor,Gadget Zone,303,265,2,606,76,606
ORD0440,2020-03-19,Fitbit,Charge 6,East,"Bluetooth Only, EDA Sensor, GPS",SmartTech,156,115,3,468,123,468
ORD0441,2024-03-17,Samsung,Galaxy Watch 6,Central,"Sleep Track, Rugged, GPS + Cellular",Tech World,343,305,9,3087,342,3087
ORD0442,2021-09-23,Garmin,Forerunner 955,West,"Sleep Track, Bluetooth Only",Gadget Zone,516,425,2,1032,182,1032
ORD0443,2022-08-21,Garmin,Forerunner 955,North,"GPS + Cellular, AMOLED",SmartTech,547,488,9,4923,531,4923
ORD0444,2020-01-20,Apple,Watch Series 9,East,"Health Monitor, Bluetooth Only",iHub,423,374,10,4230,490,4230
